topic,termWordsStr,termWeightsStr
3,"–,!…,plus,qu’il,cette,comme,;,tout,si,!","0.0049401430181701825,0.0033460852387396838,0.0029187930129686785,0.00279472911847347,0.002684744394305936,0.002486269747874887,0.002279144826014722,0.0022095310502321017,0.0020860052330649984,0.0019404197636668451"
4,"sagte,ilse,schon,ganz,mehr,»ich,immer,wohl,ja,hatte,","0.0011397942804944777,0.001124518143601697,0.0010517045667008437,8.409895091462449E-4,7.646157751476707E-4,7.049401639838969E-4,6.817818988888919E-4,6.167175761679999E-4,6.123112789468846E-4,5.983090103073791E-4"
